天數,二次加權,一次
Day 217,13093797.200000001117587,13640747.240000000223517
Day 218,13079206.889999998733401,13587413.610000001266599
Day 219,13130698.360000001266599,13637199.500000000000000
Day 220,13139756.730000000447035,13601173.009999997913837
Day 221,13034944.839999997988343,13512430.830000000074506
Day 222,13239258.460000000894070,13614275.449999999254942
Day 223,13153002.060000000521541,13525711.249999998137355
Day 224,13189081.030000001192093,13559616.849999999627471
Day 225,13265855.190000001341105,13705166.939999999478459
Day 226,13237110.019999999552965,13667197.659999998286366
Day 227,13253108.170000001788139,13713796.390000000596046
Day 228,13248479.690000001341105,13702555.890000000596046
Day 229,13401937.169999999925494,13810228.119999999180436
Day 230,13462056.540000000968575,13791442.169999998062849
Day 231,13646889.450000001117587,14024687.229999998584390
Day 232,13625378.080000000074506,13913604.230000000447035
Day 233,13565854.809999998658895,13854937.389999998733401
Day 234,13550532.560000000521541,13847177.990000000223517
Day 235,13570883.629999998956919,13882837.820000000298023
Day 236,13613750.900000000372529,13935213.780000001192093
Day 237,13717440.810000002384186,13974376.839999999850988
Day 238,13742387.679999999701977,13987159.909999998286366
Day 239,13788267.670000001788139,14014275.509999997913837
Day 240,13881656.620000001043081,14092346.830000000074506
Day 241,13802849.259999997913837,14065113.039999999105930
Day 242,13905617.459999999031425,14109965.230000000447035
Day 243,13983651.149999998509884,14182991.230000000447035
Day 244,13985031.050000002607703,14142468.620000001043081
Day 245,13977659.929999999701977,14120155.439999999478459
Day 246,13992662.360000001266599,14078824.939999999478459
Day 247,13994939.839999999850988,14075767.159999998286366
Day 248,14023674.470000000670552,14027477.609999999403954
Day 249,14072107.919999998062849,14075687.050000000745058
Day 250,14120557.620000001043081,14106415.039999999105930
Day 251,14047243.830000001937151,14037655.519999999552965
result_train_2018(2018 Q1).csv,251
Day 1,10000000.000000000000000,10000000.000000000000000
Day 2,9977164.599999999627471,10016154.320000000298023
Day 3,10077935.969999998807907,10141297.559999998658895
Day 4,10083319.879999998956919,10198788.240000000223517
Day 5,10079095.100000001490116,10174674.929999999701977
Day 6,10055254.359999999403954,10183635.589999999850988
Day 7,10062994.890000000596046,10204834.389999998733401
Day 8,10066706.009999999776483,10246640.169999999925494
Day 9,10113160.810000000521541,10429335.289999999105930
Day 10,10339886.750000000000000,10659890.800000000745058
Day 11,10398566.629999998956919,10760463.029999999329448
Day 12,10299809.580000000074506,10678093.710000000894070
Day 13,10371255.919999999925494,10685616.809999998658895
Day 14,10401361.310000000521541,10776607.259999999776483
Day 15,10335157.969999998807907,10833498.629999998956919
Day 16,10263838.960000000894070,10782598.069999998435378
Day 17,10263205.109999999403954,10822938.619999999180436
Day 18,10336605.500000000000000,10989390.549999998882413
Day 19,10268952.460000000894070,10944782.570000000298023
Day 20,10112362.179999999701977,10788981.149999998509884
Day 21,9981140.250000000000000,10796523.460000000894070
Day 22,10013914.039999999105930,10807144.669999999925494
Day 23,9829511.080000000074506,10547258.830000000074506
Day 24,9477731.400000000372529,10135263.129999998956919
Day 25,9496129.710000000894070,10245379.379999998956919
Day 26,9511373.960000000894070,10182674.940000001341105
Day 27,9253923.620000001043081,9812802.739999998360872
Day 28,9286407.609999999403954,10009662.189999999478459
Day 29,9431110.419999999925494,10114730.699999999254942
Day 30,9377073.289999999105930,10108315.719999998807907
Day 31,9300545.440000001341105,10165325.259999997913837
Day 32,9443987.339999999850988,10369885.550000000745058
Day 33,9411224.259999999776483,10358172.169999998062849
Day 34,9275099.810000000521541,10283550.569999998435378
Day 35,9237636.649999998509884,10173755.299999998882413
Day 36,9299755.910000000149012,10189495.539999999105930
Day 37,9371448.019999999552965,10351719.429999999701977
Day 38,9473336.660000000149012,10536668.550000000745058
Day 39,9297618.109999999403954,10346523.250000000000000
Day 40,9137506.129999998956919,10277040.859999999403954
Day 41,9074038.390000000596046,10177274.980000000447035
Day 42,8999611.099999999627471,10247607.339999999850988
Day 43,9084142.470000000670552,10285486.849999997764826
Day 44,9071556.609999999403954,10257977.889999998733401
Day 45,9072719.589999999850988,10304510.429999999701977
Day 46,9159338.780000001192093,10363460.480000000447035
Day 47,9247516.099999999627471,10520001.189999999478459
Day 48,9254369.870000001043081,10552946.899999998509884
Day 49,9259051.469999998807907,10416547.979999998584390
Day 50,9199165.910000000149012,10333277.579999998211861
Day 51,9278560.890000000596046,10392495.870000001043081
Day 52,9328926.240000002086163,10454281.649999998509884
Day 53,9191401.580000000074506,10262312.379999998956919
Day 54,9186244.539999999105930,10277163.259999997913837
Day 55,9128654.910000000149012,10243797.609999999403954
Day 56,9040520.219999998807907,10036618.719999998807907
Day 57,8940398.239999998360872,9821642.629999998956919
Day 58,9054442.729999998584390,10261614.109999999403954
Day 59,9077793.820000000298023,9985097.039999999105930
Day 60,9213747.960000000894070,10099617.439999999478459
Day 61,9154104.109999999403954,10153842.359999999403954
Day 62,9039612.250000000000000,9887143.410000000149012
Day 63,9178778.550000000745058,10029296.800000000745058
Day 64,9252747.129999998956919,10221731.259999997913837
Day 65,9285680.939999999478459,10223750.549999998882413
Day 66,9150750.269999999552965,9994623.480000000447035
Day 67,9306449.239999998360872,10275057.699999999254942
Day 68,9363371.070000000298023,10427151.609999999403954
Day 69,9353468.379999998956919,10342023.710000000894070
Day 70,9334736.939999999478459,10490106.710000000894070
Day 71,9383675.549999998882413,10499262.689999999478459
Day 72,9478325.490000000223517,10694296.539999999105930
Day 73,9526170.070000000298023,10859965.559999998658895
Day 74,9482721.420000001788139,10850361.969999998807907
Day 75,9302740.429999999701977,10806262.800000000745058
Day 76,9257094.199999999254942,10758588.609999999403954
Day 77,9316102.660000000149012,10905238.279999999329448
Day 78,9256094.949999999254942,10761282.730000000447035
Day 79,9194912.009999999776483,10673252.039999999105930
Day 80,9255374.439999999478459,10767123.469999998807907
Day 81,9249592.300000000745058,10863209.509999997913837
Day 82,9372616.949999999254942,10676050.009999997913837
Day 83,9228903.869999999180436,10682993.009999997913837
Day 84,9097969.570000000298023,10535838.759999999776483
Day 85,9115504.290000000968575,10588870.919999998062849
Day 86,9263145.910000000149012,10671845.410000000149012
Day 87,9224084.370000001043081,10700602.469999998807907
Day 88,9163042.339999999850988,10621611.219999998807907
Day 89,9257595.679999999701977,10793180.550000000745058
Day 90,9308770.650000000372529,10859391.320000000298023
Day 91,9419660.729999998584390,10992140.669999999925494
Day 92,9402865.629999998956919,11010448.399999998509884
Day 93,9330328.620000001043081,10926456.289999999105930
Day 94,9380609.129999998956919,10965481.679999999701977
Day 95,9326084.379999998956919,10848577.390000000596046
Day 96,9305131.280000001192093,10865274.050000000745058
Day 97,9303387.789999999105930,10886715.050000000745058
Day 98,9256106.570000000298023,10870225.429999999701977
Day 99,9346068.330000001937151,11001740.029999999329448
Day 100,9343437.730000000447035,10977822.039999999105930
Day 101,9376701.730000000447035,10977173.250000000000000
Day 102,9276391.800000000745058,10895446.859999999403954
Day 103,9408633.839999999850988,11067525.000000000000000
Day 104,9299292.789999999105930,11044228.129999998956919
Day 105,9354300.820000000298023,11249269.559999998658895
Day 106,9488104.629999998956919,11430308.359999999403954
Day 107,9428790.199999999254942,11404528.640000000596046
Day 108,9530584.480000000447035,11470005.979999998584390
Day 109,9722614.289999999105930,11381683.609999999403954
Day 110,9798841.699999999254942,11477785.599999997764826
Day 111,9750320.989999998360872,11421811.259999997913837
Day 112,9750797.620000001043081,11446719.199999999254942
Day 113,9728491.000000000000000,11433300.019999999552965
Day 114,9658816.429999999701977,11374854.550000000745058
Day 115,9726441.050000000745058,11341611.299999998882413
Day 116,9604688.370000001043081,11291584.150000000372529
Day 117,9599869.429999999701977,11295141.589999999850988
Day 118,9550666.219999998807907,11376130.320000000298023
Day 119,9527368.820000000298023,11324770.429999999701977
Day 120,9658323.070000000298023,11308095.579999998211861
Day 121,9557225.709999999031425,11155901.079999998211861
Day 122,9564770.519999999552965,11164023.489999998360872
Day 123,9436409.839999999850988,10999730.830000000074506
Day 124,9453381.899999998509884,11100492.519999999552965
Day 125,9484585.519999999552965,11134903.460000000894070
Day 126,9476393.630000000819564,11195001.019999999552965
Day 127,9475254.029999999329448,11161388.939999999478459
Day 128,9594727.859999999403954,11285402.250000000000000
Day 129,9672017.660000000149012,11416648.609999999403954
Day 130,9618033.870000001043081,11440779.500000000000000
Day 131,9719791.469999998807907,11481388.289999999105930
Day 132,9633320.609999999403954,11437669.669999998062849
Day 133,9678074.339999999850988,11633823.359999999403954
Day 134,9695416.629999998956919,11726413.160000000149012
Day 135,9690914.859999999403954,11669482.399999998509884
Day 136,9724408.669999999925494,11724646.160000000149012
Day 137,9702296.300000000745058,11712826.330000000074506
Day 138,9630391.949999999254942,11632699.289999999105930
Day 139,9639922.379999998956919,11742372.160000000149012
Day 140,9658760.149999998509884,11856385.379999998956919
Day 141,9704105.100000001490116,11903275.029999999329448
Day 142,9803476.329999998211861,12182844.959999999031425
Day 143,9744896.900000000372529,12069766.350000001490116
Day 144,9757869.509999999776483,11910664.010000001639128
Day 145,9844481.210000000894070,11893679.900000000372529
Day 146,9911165.589999999850988,12029254.890000000596046
Day 147,9868247.399999998509884,12007093.809999998658895
Day 148,9872823.019999999552965,12058124.259999997913837
Day 149,9942447.750000000000000,12148610.129999998956919
Day 150,9976442.269999999552965,12179637.139999998733401
Day 151,9989113.949999999254942,12255283.849999997764826
Day 152,10040392.099999999627471,12300552.339999999850988
Day 153,9971861.890000000596046,12249657.640000000596046
Day 154,9965184.660000000149012,12216907.250000000000000
Day 155,9996641.329999998211861,12228758.980000000447035
Day 156,10020841.799999998882413,12284169.169999998062849
Day 157,10097344.030000001192093,12254572.230000000447035
Day 158,10271804.469999998807907,12385034.049999998882413
Day 159,10273094.429999999701977,12400220.230000000447035
Day 160,10347266.570000000298023,12457636.359999999403954
Day 161,10285221.509999999776483,12316926.390000000596046
Day 162,10249331.530000001192093,12368191.550000000745058
Day 163,10210801.080000000074506,12391052.529999999329448
Day 164,10225714.089999999850988,12446143.370000001043081
Day 165,10246858.569999998435378,12511504.169999998062849
Day 166,10249306.889999998733401,12517881.390000000596046
Day 167,10288634.010000001639128,12636274.349999999627471
Day 168,10263718.700000001117587,12608189.519999999552965
Day 169,10238800.030000001192093,12634742.059999998658895
Day 170,10181847.750000000000000,12541755.759999999776483
Day 171,10272516.300000000745058,12414025.820000000298023
Day 172,10303664.759999999776483,12496160.429999999701977
Day 173,10296727.199999999254942,12491120.179999999701977
Day 174,10330001.980000000447035,12549399.629999998956919
Day 175,10279278.160000000149012,12614912.129999998956919
Day 176,10368281.620000001043081,12711623.519999999552965
Day 177,10393266.440000001341105,12867699.039999999105930
Day 178,10318734.220000000670552,12818863.019999999552965
Day 179,10316399.160000000149012,12786442.070000000298023
Day 180,10300086.500000000000000,12848687.179999999701977
Day 181,10301131.530000001192093,12721714.109999999403954
Day 182,10429553.320000000298023,12901646.419999998062849
Day 183,10552226.710000000894070,12970245.309999998658895
Day 184,10437965.289999999105930,12965636.719999998807907
Day 185,10447624.240000000223517,12941276.980000000447035
Day 186,10421291.429999999701977,12885476.149999998509884
Day 187,10444523.240000000223517,12945175.579999998211861
Day 188,10485796.989999998360872,12962414.580000000074506
Day 189,10525026.669999999925494,13087021.339999999850988
Day 190,10534770.390000000596046,13079827.679999999701977
Day 191,10453328.399999998509884,13047195.460000000894070
Day 192,10425556.109999999403954,12895403.320000000298023
Day 193,10437565.449999999254942,12840111.299999998882413
Day 194,10495344.500000000000000,12803892.339999999850988
Day 195,10579806.080000001937151,12964179.949999999254942
Day 196,10411707.240000000223517,12441235.609999999403954
Day 197,10089970.369999999180436,12241705.480000000447035
Day 198,10198691.009999999776483,12582686.500000000000000
Day 199,10214398.029999999329448,12436958.089999999850988
Day 200,10358804.109999999403954,12791273.649999998509884
Day 201,10477589.560000000521541,12827765.079999998211861
Day 202,10441913.359999999403954,12733887.789999999105930
Day 203,10722902.460000000894070,12755646.509999997913837
Day 204,10693657.579999998211861,12831640.239999998360872
Day 205,10888819.400000000372529,12700835.629999998956919
Day 206,10884748.900000000372529,12225855.529999999329448
Day 207,10794190.320000000298023,12522147.189999997615814
Day 208,10740450.270000001415610,12483327.210000000894070
Day 209,10814561.019999999552965,12395791.980000000447035
Day 210,11034903.449999999254942,12515100.339999999850988
Day 211,11029428.470000000670552,12760085.820000000298023
Day 212,10994967.119999999180436,12664733.210000000894070
Day 213,10988644.650000000372529,12603099.129999998956919
Day 214,11160197.359999999403954,12757228.280000001192093
Day 215,11227505.230000000447035,12786342.449999999254942
Day 216,11353993.130000000819564,13190412.689999999478459
Day 217,11403951.990000000223517,13213770.759999999776483
Day 218,11414653.519999999552965,13031813.299999998882413
Day 219,11385026.300000000745058,12859627.080000000074506
Day 220,11401669.289999999105930,12856584.309999998658895
Day 221,11368495.030000001192093,12695736.779999999329448
Day 222,11419884.200000001117587,12896818.410000000149012
Day 223,11569399.580000000074506,13064075.059999998658895
Day 224,11550363.640000000596046,12876371.589999999850988
Day 225,11355599.419999999925494,12567458.640000000596046
Day 226,11311769.759999999776483,12649790.199999999254942
Day 227,11294233.220000000670552,12636790.959999999031425
Day 228,11392311.199999999254942,12903059.879999998956919
Day 229,11488593.400000000372529,13022078.189999999478459
Day 230,11613987.550000000745058,13332759.769999999552965
Day 231,11674450.889999998733401,13339135.359999999403954
Day 232,11806946.330000000074506,13507034.939999999478459
Day 233,11695651.019999999552965,13566170.219999998807907
Day 234,11629050.219999998807907,13268667.250000000000000
Day 235,11655251.289999999105930,13321872.919999999925494
Day 236,11469059.620000001043081,12920912.509999997913837
Day 237,11564410.469999998807907,13144306.919999999925494
Day 238,11557991.470000000670552,13174909.759999999776483
Day 239,11613648.259999999776483,13283456.929999999701977
Day 240,11820161.769999999552965,13393916.940000001341105
Day 241,11615250.699999999254942,12969957.199999999254942
Day 242,11350726.929999999701977,12676123.980000000447035
Day 243,11266287.609999999403954,12658908.419999998062849
Day 244,11195658.730000000447035,12592815.820000000298023
Day 245,11044924.509999999776483,12441096.599999999627471
Day 246,11018619.910000000149012,12197816.919999999925494
Day 247,10707648.689999999478459,11803669.619999999180436
Day 248,11049171.269999999552965,12431189.609999999403954
Day 249,11234287.740000000223517,12589988.550000000745058
Day 250,11199920.750000000000000,12543142.519999999552965
Day 251,11327471.319999998435378,12704280.099999997764826
