天數,二次加權,一次,二次平均
Day 21,10589600.699999999254942,10555374.759999999776483,10839102.300000000745058
Day 22,10882097.599999999627471,10794233.629999998956919,11015053.039999999105930
Day 23,10845371.080000000074506,10774183.339999999850988,11019847.080000000074506
Day 24,10889596.179999999701977,10816346.210000000894070,11026085.619999999180436
Day 25,10875823.140000000596046,10797022.390000000596046,11021114.500000000000000
Day 26,10853981.759999999776483,10828984.570000000298023,11110884.869999999180436
Day 27,10908613.560000000521541,10914178.769999999552965,11233116.630000000819564
Day 28,10813750.619999999180436,10840033.789999999105930,11240072.169999999925494
Day 29,10597180.480000000447035,10630013.469999998807907,11055696.539999999105930
Day 30,10553172.139999998733401,10615369.960000000894070,11153855.870000001043081
Day 31,10501178.019999999552965,10570003.789999999105930,11111270.820000000298023
Day 32,10517094.539999999105930,10578193.730000000447035,11106728.000000000000000
Day 33,10699461.580000000074506,10768557.849999999627471,11220783.750000000000000
Day 34,10707022.399999998509884,10775352.980000000447035,11201096.279999999329448
Day 35,10542672.279999999329448,10641597.680000001564622,11082628.980000000447035
Day 36,10514482.339999999850988,10624577.679999999701977,11057772.109999999403954
Day 37,10529792.339999999850988,10645803.449999999254942,11095817.109999999403954
Day 38,10494845.799999998882413,10596359.339999999850988,11076438.869999999180436
Day 39,10541423.359999999403954,10648905.710000000894070,11106684.960000000894070
Day 40,10506086.379999998956919,10621278.880000000819564,11068920.109999999403954
Day 41,10693403.299999998882413,10792870.410000000149012,11220098.000000000000000
Day 42,10516788.900000000372529,10613566.109999999403954,11066974.649999998509884
Day 43,10524286.119999999180436,10631181.050000000745058,11115687.030000001192093
Day 44,10827676.240000000223517,10914186.100000001490116,11378082.570000000298023
Day 45,10928852.439999999478459,11008056.190000001341105,11387052.209999999031425
Day 46,11008682.820000000298023,11070552.140000000596046,11413947.019999999552965
Day 47,10906590.959999999031425,11020590.900000000372529,11457287.469999998807907
Day 48,10946016.519999999552965,11060653.019999999552965,11515018.910000000149012
Day 49,10989547.580000000074506,11029219.029999999329448,11508379.279999999329448
Day 50,11045269.500000000000000,11094994.450000001117587,11552478.179999999701977
Day 51,11038529.139999998733401,11073450.160000000149012,11508657.819999998435378
Day 52,11007420.480000000447035,11026509.300000000745058,11449136.310000000521541
Day 53,10991259.679999999701977,11043244.410000000149012,11511108.320000000298023
Day 54,10997348.400000000372529,11051183.739999998360872,11551417.309999998658895
Day 55,10981662.060000000521541,11021431.089999999850988,11563050.589999999850988
Day 56,11145713.539999999105930,11174074.669999999925494,11682466.199999999254942
Day 57,11185491.419999999925494,11218898.120000001043081,11740929.480000000447035
Day 58,11184603.960000000894070,11203992.099999999627471,11738807.519999999552965
Day 59,11138183.159999998286366,11150813.810000000521541,11662459.769999999552965
Day 60,11318316.380000000819564,11303152.109999999403954,11794306.949999999254942
Day 61,11309853.320000000298023,11284063.330000000074506,11803869.150000000372529
Day 62,11388840.000000000000000,11338431.539999999105930,11812936.059999998658895
Day 63,11338517.039999999105930,11293943.969999998807907,11773689.060000000521541
Day 64,11318785.879999998956919,11281393.940000001341105,11751828.020000001415610
Day 65,11419629.500000000000000,11372391.179999999701977,11850304.890000000596046
Day 66,11365125.480000000447035,11332637.530000001192093,11853560.660000000149012
Day 67,11488444.519999999552965,11457729.720000000670552,12017430.769999999552965
Day 68,11512640.500000000000000,11460137.000000000000000,11962548.490000000223517
Day 69,11508530.039999999105930,11474292.509999999776483,11923659.710000000894070
Day 70,11556313.439999999478459,11519123.789999999105930,11921645.330000000074506
Day 71,11563710.400000000372529,11505559.210000000894070,11930836.380000000819564
Day 72,11529839.780000001192093,11479781.429999999701977,11870897.650000000372529
Day 73,11523559.000000000000000,11481441.509999999776483,11860215.599999999627471
Day 74,11514852.339999999850988,11523254.130000000819564,11952491.429999999701977
Day 75,11496574.900000000372529,11526035.109999999403954,11974541.750000000000000
Day 76,11544457.099999999627471,11555950.230000000447035,11990822.529999999329448
Day 77,11484475.839999999850988,11498598.199999999254942,11942482.779999999329448
Day 78,11629707.640000000596046,11623261.310000000521541,12078927.739999998360872
Day 79,11798216.259999997913837,11788241.949999999254942,12136500.870000001043081
Day 80,11769321.679999999701977,11770693.289999999105930,12096824.000000000000000
Day 81,11711559.359999999403954,11732992.720000000670552,12097304.169999999925494
Day 82,11732512.599999999627471,11750956.039999999105930,12133968.350000001490116
Day 83,11632648.239999998360872,11628090.189999999478459,12068613.490000000223517
Day 84,11700988.119999999180436,11679344.829999998211861,12057271.549999998882413
Day 85,11688925.039999999105930,11681165.160000000149012,12087295.219999998807907
Day 86,11719972.240000000223517,11708572.679999999701977,12109297.429999999701977
Day 87,11877213.440000001341105,11845990.170000001788139,12195302.890000000596046
Day 88,11885560.000000000000000,11855997.550000000745058,12231041.870000001043081
Day 89,12059196.359999999403954,12011707.239999998360872,12365499.190000001341105
Day 90,12101309.000000000000000,12047788.440000001341105,12368082.009999997913837
Day 91,12060820.839999999850988,12017796.879999998956919,12327635.200000001117587
Day 92,12088676.839999999850988,12030819.019999999552965,12308853.750000000000000
Day 93,12137860.279999999329448,12082696.329999998211861,12303232.790000000968575
Day 94,12197452.559999998658895,12134885.250000000000000,12301330.070000000298023
Day 95,12124944.359999999403954,12048650.800000000745058,12257979.740000000223517
Day 96,12091609.660000000149012,12031894.540000000968575,12298252.820000000298023
Day 97,11980516.099999999627471,11886741.169999998062849,12083677.469999998807907
Day 98,11908886.119999999180436,11868620.009999999776483,12179467.140000000596046
Day 99,12078137.400000000372529,12019916.900000002235174,12339164.869999999180436
Day 100,12165440.299999998882413,12108628.580000000074506,12394514.129999998956919
Day 101,12126646.639999998733401,12075036.500000000000000,12374446.789999999105930
Day 102,11989944.999999998137355,11953398.460000000894070,12291057.419999999925494
Day 103,12139398.800000000745058,12083101.859999999403954,12376085.230000000447035
Day 104,12048716.919999999925494,11979864.150000002235174,12278065.870000001043081
Day 105,11976699.320000000298023,11915357.660000000149012,12176823.730000000447035
Day 106,11911215.240000000223517,11867743.489999998360872,12178109.169999999925494
Day 107,12283831.339999997988343,12184305.310000000521541,12371920.540000000968575
Day 108,12514915.239999998360872,12360990.960000000894070,12439169.550000000745058
Day 109,12485520.820000000298023,12353185.690000001341105,12451790.530000001192093
Day 110,12442565.839999999850988,12314223.769999999552965,12408222.550000000745058
Day 111,12485795.439999999478459,12375126.929999999701977,12463127.810000002384186
Day 112,12583385.039999999105930,12388359.000000000000000,12404302.250000000000000
Day 113,12656149.580000000074506,12400585.690000001341105,12450659.620000001043081
Day 114,12664309.040000000968575,12404831.399999998509884,12497007.089999999850988
Day 115,12706000.220000000670552,12419235.990000000223517,12495384.220000000670552
Day 116,12651887.319999998435378,12378651.170000001788139,12503743.520000001415610
Day 117,12696768.339999999850988,12407440.559999998658895,12548133.049999998882413
Day 118,12797920.519999999552965,12473186.410000000149012,12591086.220000000670552
Day 119,12816569.339999999850988,12490920.640000000596046,12604854.559999998658895
Day 120,12806139.299999998882413,12487220.239999998360872,12597712.189999999478459
Day 121,12831911.820000000298023,12504300.920000001788139,12630720.650000000372529
Day 122,12856554.739999998360872,12528404.349999999627471,12676627.339999999850988
Day 123,12868030.360000001266599,12535137.110000001266599,12705749.649999998509884
Day 124,12840112.220000000670552,12494336.720000000670552,12652232.900000000372529
Day 125,12866329.540000000968575,12513999.580000001937151,12687425.839999999850988
Day 126,12846169.139999998733401,12519865.330000001937151,12716998.979999998584390
Day 127,12844663.199999999254942,12510116.640000000596046,12705636.250000000000000
Day 128,12873060.759999999776483,12531415.000000000000000,12752171.129999998956919
result_train_2011_Q1-Q2(2011 Q1).csv,125
Day 1,10000000.000000000000000,10000000.000000000000000,10000000.000000000000000
Day 2,9989317.679999999701977,9989317.679999999701977,9989317.679999999701977
Day 3,10037945.480000000447035,10037945.480000000447035,10037945.480000000447035
Day 4,10101584.519999999552965,10101584.519999999552965,10101584.519999999552965
Day 5,10145894.759999999776483,10145894.759999999776483,10145894.759999999776483
Day 6,10095563.919999999925494,10095563.919999999925494,10095563.919999999925494
Day 7,10159375.539999999105930,10159375.539999999105930,10159375.539999999105930
Day 8,10154850.859999999403954,10154850.859999999403954,10154850.859999999403954
Day 9,10152533.339999999850988,10152533.339999999850988,10152533.339999999850988
Day 10,10340680.480000000447035,10340680.480000000447035,10340680.480000000447035
Day 11,10385076.980000000447035,10385076.980000000447035,10385076.980000000447035
Day 12,10374192.859999999403954,10374192.859999999403954,10374192.859999999403954
Day 13,10328398.440000001341105,10328398.440000001341105,10328398.440000001341105
Day 14,10353472.760000001639128,10353472.760000001639128,10353472.760000001639128
Day 15,10332677.519999999552965,10332677.519999999552965,10332677.519999999552965
Day 16,10413516.780000001192093,10413516.780000001192093,10413516.780000001192093
Day 17,10346071.480000000447035,10346071.480000000447035,10346071.480000000447035
Day 18,10516151.640000000596046,10516151.640000000596046,10516151.640000000596046
Day 19,10285280.000000000000000,10285280.000000000000000,10285280.000000000000000
Day 20,10326221.640000000596046,10326221.640000000596046,10326221.640000000596046
Day 21,10597623.919999999925494,10597623.919999999925494,10597623.919999999925494
Day 22,10545229.400000000372529,10545229.400000000372529,10545229.400000000372529
Day 23,10690943.660000000149012,10690943.660000000149012,10690943.660000000149012
Day 24,10675651.160000000149012,10675651.160000000149012,10675651.160000000149012
Day 25,10539475.880000000819564,10539475.880000000819564,10539475.880000000819564
Day 26,10659579.599999999627471,10659579.599999999627471,10659579.599999999627471
Day 27,10672622.160000002011657,10672622.160000002011657,10672622.160000002011657
Day 28,10693772.359999999403954,10693772.359999999403954,10693772.359999999403954
Day 29,10668112.540000000968575,10668112.540000000968575,10668112.540000000968575
Day 30,10721123.980000000447035,10721123.980000000447035,10721123.980000000447035
Day 31,10678604.720000000670552,10678604.720000000670552,10678604.720000000670552
Day 32,10758504.699999999254942,10758504.699999999254942,10758504.699999999254942
Day 33,10781811.960000000894070,10781811.960000000894070,10781811.960000000894070
Day 34,10776846.379999998956919,10776846.379999998956919,10776846.379999998956919
Day 35,10712346.580000000074506,10712346.580000000074506,10712346.580000000074506
Day 36,10661155.039999999105930,10661155.039999999105930,10661155.039999999105930
Day 37,10674056.559999998658895,10674056.559999998658895,10674056.559999998658895
Day 38,10612359.780000001192093,10612359.780000001192093,10612359.780000001192093
Day 39,10743349.740000000223517,10743349.740000000223517,10743349.740000000223517
Day 40,10678447.880000000819564,10678447.880000000819564,10678447.880000000819564
Day 41,10778820.620000001043081,10778820.620000001043081,10778820.620000001043081
Day 42,11066043.320000000298023,11066043.320000000298023,11066043.320000000298023
Day 43,11005642.839999999850988,11005642.839999999850988,11005642.839999999850988
Day 44,10927631.339999999850988,10927631.339999999850988,10927631.339999999850988
